Fiche client,Non,Prénom,E-mail,Âge,Sex,CIN,Activité,NumCompte,Décision,Décideur,Date decision,Date ouverture,Date de crédit,Montant de crédit,Code client,Nom de chargé clientèle,Solde Débit,Nature de compte,Mouvement,Référence dossier recouvrement,Cours de crédit,Anc,Anc debit (date)
2000,Sexton,Sharon,melissa58@example.net,64,F,318978713958,Commerce et Dist.,85967,Arrangement C.,CCT,2022-10-19,2023-03-17,2022-11-24,467383,CUST2000,Katie Brown,4801,Personnel,Versement,REF2000,2.86,3,2023-01-23
2001,Porter,Claudia,slee@example.com,35,M,38041076822,Commerce et Dist.,61511,Arrangement C.,CR,2021-08-18,2023-09-26,2022-10-31,288099,CUST2001,Jason Allen,624,Société,Retrait,REF2001,3.55,3,2023-03-01
2002,Miller,Amanda,brandon38@example.net,52,F,848182528545,Autre activité,51026,Arrangement C.,CR,2023-08-30,2022-10-28,2023-03-25,610439,CUST2002,Justin Gordon,1741,TRE,Versement,REF2002,1.36,2,2022-04-05
2003,Ramirez,Tiffany,hannah02@example.org,29,M,693730546318,Travaux Publics,30482,CTX,CR,2018-11-20,2022-11-23,2023-08-22,770580,CUST2003,Jason Thomas,4310,TRE,Versement,REF2003,4.67,6,2021-12-05
2004,Patel,Yvonne,bkent@example.com,30,M,861457315649,Tourisme,42206,Arrangement C.,CR,2023-04-07,2023-08-23,2023-05-29,741720,CUST2004,Andrew Hess,168,Personnel,Virement,REF2004,1.98,2,2023-02-26
2005,Malone,Lindsey,randy82@example.org,65,M,533704485413,Commerce et Dist.,5880,Arrangement C.,CCT,2020-02-10,2022-11-28,2022-12-12,370742,CUST2005,Daniel Russo,1566,TRE,Virement,REF2005,2.61,10,2022-10-11
2006,Porter,Kenneth,joseph17@example.com,61,M,2006641706,Agriculture,33879,CTX,CCT,2023-08-06,2023-04-15,2023-08-05,944546,CUST2006,Nicholas Watson,4811,TRE,Retrait,REF2006,4.45,6,2022-03-15
2007,Sims,Gregory,omorris@example.com,23,F,283017949257,Agriculture,44545,Arrangement C.,CR,2023-07-08,2023-07-30,2022-11-03,177324,CUST2007,Vanessa Davis,2634,Société,Retrait,REF2007,2.27,5,2021-10-17
2008,Thomas,Jeffrey,vanessa08@example.net,26,F,978761387261,Tourisme,23523,Arrangement C.,CCT,2022-02-01,2023-06-17,2022-12-03,869273,CUST2008,James Contreras,1813,Personnel,Versement,REF2008,4.1,5,2023-02-18
2009,Hernandez,James,salexander@example.com,41,M,111827863137,Tourisme,9742,CTX,CR,2023-05-13,2023-02-28,2023-06-06,181728,CUST2009,Anthony Williams,2990,Société,Retrait,REF2009,4.86,6,2022-12-06
2010,Jackson,Deborah,williamsjohn@example.com,68,M,451641766503,Agriculture,68073,CTX,CCT,2019-09-12,2022-11-24,2023-02-25,382077,CUST2010,Robert Walker,4956,TRE,Virement,REF2010,1.52,7,2022-06-22
2011,Schmitt,Joseph,gillevan@example.com,34,F,351660560621,Travaux Publics,44860,Arrangement C.,CR,2021-12-12,2022-11-19,2023-07-31,758231,CUST2011,Lisa Dudley,2077,Personnel,Versement,REF2011,3.36,6,2022-08-24
2012,Brown,Michael,katherine28@example.org,56,F,808019363525,Commerce et Dist.,15277,Arrangement C.,CCT,2021-04-06,2023-09-13,2023-06-22,132868,CUST2012,Timothy Casey,2815,Personnel,Retrait,REF2012,4.56,3,2021-12-29
2013,Delgado,Timothy,scottherman@example.org,63,F,761869922067,Santé,38585,Arrangement C.,CR,2022-12-28,2023-09-30,2022-10-17,393660,CUST2013,Carla Lee,1347,Personnel,Virement,REF2013,3.5,10,2022-03-17
2014,Harris,George,mgallagher@example.net,31,M,256247318457,Transport,93774,CTX,CCT,2023-08-17,2022-12-15,2023-08-19,680573,CUST2014,Amber Harvey,500,Société,Virement,REF2014,3.28,3,2023-10-05
2015,Mcdonald,Christopher,costamarie@example.net,55,F,369687161519,Transport,15841,Arrangement C.,CR,2021-08-27,2022-11-06,2023-07-13,568943,CUST2015,Jennifer Peters,4591,TRE,Virement,REF2015,3.28,9,2022-05-31
2016,Garcia,Chloe,lwilliams@example.net,59,M,747643759933,Santé,57618,CTX,CR,2020-10-13,2023-07-16,2023-09-16,647801,CUST2016,Kimberly Cabrera,3145,TRE,Virement,REF2016,3.97,2,2022-08-11
2017,Bass,Daniel,garzaalan@example.net,37,M,255359205708,Tourisme,74953,Arrangement C.,CR,2020-05-11,2022-10-28,2022-11-16,213891,CUST2017,David Terry,2076,Société,Retrait,REF2017,2.87,4,2022-07-05
2018,Gay,Michael,lwolf@example.net,19,M,38877119089,Travaux Publics,97851,Arrangement C.,CCT,2020-04-21,2023-07-08,2023-06-01,557912,CUST2018,Megan Waller,1129,TRE,Virement,REF2018,2.97,7,2022-01-19
2019,Simmons,Jackie,warrenryan@example.org,44,M,39700143026,Transport,81257,CTX,CCT,2021-06-05,2023-07-21,2023-07-10,695569,CUST2019,Tammy Smith,2043,Société,Versement,REF2019,2.01,1,2023-02-23
2020,Mcfarland,Nathan,ffry@example.com,29,F,342096022639,Commerce et Dist.,21097,CTX,CCT,2021-08-20,2023-01-16,2023-06-24,67660,CUST2020,James Alvarez,1352,Société,Retrait,REF2020,2.01,7,2022-03-31
2021,Paul,Christopher,joseph56@example.com,21,F,267887269645,Tourisme,37014,Arrangement C.,CR,2022-05-06,2022-12-06,2023-09-07,559792,CUST2021,Taylor Martinez,2271,Société,Virement,REF2021,4.4,10,2023-06-21
2022,Davis,Darrell,jenkinsbrianna@example.org,38,M,975477959912,Santé,75103,CTX,CR,2020-12-26,2022-10-23,2022-11-04,972735,CUST2022,Allison Smith DDS,1645,Société,Virement,REF2022,4.89,10,2022-03-29
2023,Conway,Chelsey,kimberly70@example.org,45,F,392114018335,Autre activité,80552,CTX,CR,2022-08-20,2023-03-10,2023-02-28,613969,CUST2023,Anthony White,403,Personnel,Virement,REF2023,3.98,7,2023-09-18
2024,Butler,Brandy,cortezbrandon@example.net,66,M,807925255868,Agriculture,39795,Arrangement C.,CR,2020-11-01,2023-10-02,2023-06-14,95400,CUST2024,Barbara Fleming,2880,Société,Versement,REF2024,4.57,7,2022-07-04
2025,Singleton,Dominique,joshua21@example.com,64,M,868367992349,Santé,8535,Arrangement C.,CCT,2019-05-20,2023-03-09,2023-09-09,213148,CUST2025,Elizabeth Yates,585,TRE,Versement,REF2025,1.68,1,2022-07-31
2026,Campbell,Christy,allenjuan@example.org,23,M,216507904941,Santé,54546,CTX,CCT,2023-01-21,2023-02-27,2023-06-18,121337,CUST2026,Mallory Briggs,779,Personnel,Virement,REF2026,2.89,10,2022-04-28
2027,Johnson,Rachael,nicholas65@example.org,23,F,519473750827,Santé,74399,CTX,CR,2023-07-02,2023-09-16,2023-06-05,802832,CUST2027,Mark Patterson,4834,Société,Virement,REF2027,4.11,5,2023-05-20
2028,Green,Laura,stephenpatterson@example.com,53,M,592947660428,Transport,42345,Arrangement C.,CCT,2019-08-05,2023-01-30,2023-01-14,726361,CUST2028,Lindsey Atkinson,3602,Société,Versement,REF2028,1.14,9,2022-09-01
2029,Butler,Johnny,haysmitchell@example.com,56,M,399467384250,Travaux Publics,65966,CTX,CCT,2022-04-04,2023-07-12,2023-04-15,965362,CUST2029,Austin Parker,4069,Société,Retrait,REF2029,4.81,3,2023-03-18
2030,Glover,George,mhanson@example.net,68,F,360431148320,Autre activité,15557,CTX,CCT,2019-01-24,2022-12-19,2023-04-21,509655,CUST2030,James Hernandez,2372,Société,Virement,REF2030,3.06,10,2022-05-08
2031,Osborne,Meghan,matthew66@example.org,55,F,551382309922,Travaux Publics,89799,CTX,CCT,2021-08-23,2023-04-16,2023-05-01,941469,CUST2031,James Bates,2030,Personnel,Retrait,REF2031,3.72,1,2023-08-24
2032,Jones,Nancy,benjamin89@example.org,54,M,730405979426,Tourisme,45281,Arrangement C.,CR,2022-02-18,2022-12-23,2023-05-24,777717,CUST2032,Tracy Walton,3642,Société,Virement,REF2032,4.79,4,2021-11-23
2033,Williamson,Sydney,jared57@example.com,28,M,970860223208,Agriculture,59391,Arrangement C.,CR,2020-09-16,2023-02-08,2023-02-26,684106,CUST2033,Rachel Cervantes,2672,Personnel,Virement,REF2033,4.65,3,2023-04-09
2034,Ramirez,Amy,jocelyn36@example.net,67,M,673541355404,Autre activité,78843,CTX,CR,2021-08-07,2023-03-22,2023-01-04,450192,CUST2034,Angie Thomas,1239,Société,Versement,REF2034,4.23,10,2022-04-07
2035,Smith,Jacob,richardssamuel@example.net,51,M,131161792262,Transport,38422,Arrangement C.,CCT,2021-11-21,2023-02-07,2023-01-02,10903,CUST2035,Robin Martinez,760,TRE,Virement,REF2035,1.04,4,2021-11-27
2036,Sanchez,Tina,john94@example.org,19,M,172776431571,Tourisme,9771,CTX,CCT,2019-07-09,2023-08-07,2022-12-30,578093,CUST2036,Kimberly Scott,4123,TRE,Retrait,REF2036,3.59,5,2023-02-08
2037,Young,Cassandra,kentmonica@example.com,66,F,102741110542,Agriculture,44189,CTX,CR,2019-10-28,2023-02-18,2023-07-11,102688,CUST2037,Heather Massey,2037,Personnel,Versement,REF2037,1.37,9,2022-02-17
2038,Skinner,Jeffrey,tbrooks@example.net,21,M,225163180615,Transport,23027,CTX,CCT,2021-05-30,2023-05-29,2023-07-08,947180,CUST2038,Monica Herrera,772,Société,Retrait,REF2038,2.43,1,2022-03-15
2039,Johnson,Timothy,andrew66@example.com,25,F,631005358803,Santé,79041,CTX,CR,2019-06-29,2023-02-13,2023-04-09,148572,CUST2039,Alex Mejia,2373,TRE,Retrait,REF2039,2.26,3,2022-12-18
2040,Huffman,Melanie,brandonrosario@example.com,41,M,42068137991,Travaux Publics,83980,CTX,CR,2021-05-22,2023-03-11,2023-04-25,190076,CUST2040,Jessica Burns,2108,Personnel,Versement,REF2040,2.92,8,2023-01-23
2041,Sanchez,Nicholas,laura40@example.org,30,M,547909403196,Autre activité,6091,Arrangement C.,CR,2022-07-25,2023-04-19,2023-02-10,815919,CUST2041,Barbara Garcia,1477,Société,Versement,REF2041,3.43,3,2022-10-11
2042,Farrell,Stephen,morrisonphilip@example.net,61,M,800765724301,Commerce et Dist.,94641,Arrangement C.,CR,2022-05-24,2023-03-23,2023-04-25,978414,CUST2042,Laura Stark,4986,TRE,Retrait,REF2042,1.83,6,2023-05-14
2043,Jefferson,Kyle,derek75@example.org,19,F,453144679605,Agriculture,90592,Arrangement C.,CR,2020-11-04,2023-08-22,2023-03-02,554248,CUST2043,Peter Thomas,1109,Société,Versement,REF2043,2.56,5,2022-06-15
2044,Lopez,Jeffrey,andreagreene@example.com,45,M,282103767423,Autre activité,39207,Arrangement C.,CCT,2022-03-25,2023-01-27,2023-02-02,164939,CUST2044,Todd Harris,3754,Société,Virement,REF2044,2.56,6,2023-07-31
2045,Bush,Kara,pharris@example.com,38,M,827062898845,Transport,49438,Arrangement C.,CR,2022-01-21,2022-12-25,2023-06-23,146787,CUST2045,Rebecca Taylor,2674,Société,Retrait,REF2045,4.49,9,2022-01-30
2046,Castillo,Shane,martinezjason@example.com,19,F,580254104967,Travaux Publics,10230,CTX,CR,2019-03-19,2023-09-06,2023-03-02,858153,CUST2046,Dustin Hicks,4408,Société,Retrait,REF2046,1.5,9,2022-09-06
2047,Thompson,Adam,ltorres@example.org,57,M,516726738628,Agriculture,38845,CTX,CCT,2019-02-06,2023-09-08,2022-11-21,939513,CUST2047,Luke Myers,2880,Personnel,Versement,REF2047,2.0,5,2022-11-22
2048,Atkins,Emily,stewartlaura@example.net,19,M,546992556672,Transport,80166,Arrangement C.,CCT,2019-07-23,2022-10-29,2023-04-05,25066,CUST2048,Valerie Reyes,820,Société,Virement,REF2048,1.06,6,2022-04-24
2049,Payne,Sheri,amandakelly@example.com,68,F,587633166448,Autre activité,52791,CTX,CCT,2020-04-23,2023-04-06,2022-10-19,768244,CUST2049,Kelsey Delacruz,3484,TRE,Retrait,REF2049,2.45,1,2022-03-29
2050,Powell,Tracie,aaron26@example.net,40,M,658140038058,Autre activité,71802,Arrangement C.,CCT,2023-03-20,2023-03-15,2023-07-27,631608,CUST2050,Allen Reese,2890,TRE,Versement,REF2050,2.94,6,2021-12-28
2051,Good,Jason,kyleeaton@example.com,29,F,830619637458,Travaux Publics,23548,Arrangement C.,CCT,2023-09-23,2022-12-27,2023-09-25,84806,CUST2051,Donna Carter,2435,Société,Retrait,REF2051,4.35,6,2022-08-25
2052,Ferguson,Krista,chrischen@example.org,18,F,204920433519,Transport,16140,Arrangement C.,CCT,2019-09-06,2023-06-19,2023-09-26,719286,CUST2052,Terry Elliott,3435,TRE,Versement,REF2052,2.0,4,2023-03-06
2053,Cohen,Russell,alexandermario@example.net,21,F,442750621658,Autre activité,75064,CTX,CCT,2020-07-14,2023-03-05,2023-01-27,266876,CUST2053,Laurie Fisher,4379,TRE,Versement,REF2053,4.42,4,2022-10-19
2054,Paul,Jennifer,garnerchristopher@example.com,20,M,255405836722,Tourisme,96811,Arrangement C.,CR,2021-06-11,2023-04-12,2023-05-12,303469,CUST2054,Antonio Malone,2216,TRE,Versement,REF2054,3.52,3,2022-10-30
2055,Watts,Lindsay,humphreychristopher@example.org,70,M,252337249509,Tourisme,3360,CTX,CCT,2021-05-30,2023-08-08,2023-03-17,106093,CUST2055,Autumn Sullivan,4744,Société,Versement,REF2055,4.75,6,2023-05-15
2056,Wilcox,Charlene,psnyder@example.com,28,F,395502896397,Autre activité,68283,Arrangement C.,CCT,2019-10-04,2023-03-05,2023-04-19,160901,CUST2056,Brett Taylor,1424,TRE,Retrait,REF2056,2.2,2,2022-07-02
2057,Lewis,Michael,tklein@example.org,44,M,457846276925,Santé,15954,CTX,CCT,2021-04-18,2022-10-20,2023-04-21,916268,CUST2057,Joan Swanson,2318,Personnel,Retrait,REF2057,4.28,5,2023-07-14
2058,Delacruz,William,taylorweaver@example.com,58,F,180459533937,Travaux Publics,99390,CTX,CR,2019-09-05,2022-10-17,2023-08-07,449057,CUST2058,Anna Johnston,4577,Personnel,Virement,REF2058,4.22,5,2023-02-24
2059,Becker,Valerie,andrewfrazier@example.com,69,F,455028743142,Autre activité,97750,CTX,CCT,2023-03-24,2023-07-08,2023-03-21,40823,CUST2059,Marcus Ray,2299,Société,Retrait,REF2059,1.14,10,2023-03-10
2060,Vasquez,Natalie,teresa23@example.com,33,M,927592355883,Santé,20935,CTX,CR,2022-11-08,2022-11-25,2022-12-10,513207,CUST2060,Tiffany Wu,2957,TRE,Virement,REF2060,3.32,5,2022-02-14
2061,Brown,Theresa,zshah@example.net,39,F,608851677422,Commerce et Dist.,42869,Arrangement C.,CCT,2018-11-28,2022-10-13,2022-10-16,142450,CUST2061,Mary Martin,3564,TRE,Retrait,REF2061,4.14,7,2021-12-08
2062,Norris,Diana,richard64@example.com,21,F,717858234216,Travaux Publics,52891,Arrangement C.,CCT,2020-10-13,2022-10-17,2022-10-15,352223,CUST2062,Patricia Hall,2091,Société,Versement,REF2062,3.08,7,2022-04-21
2063,Baker,Taylor,cathythomas@example.net,65,M,153847210886,Santé,41383,Arrangement C.,CCT,2020-09-25,2023-02-13,2023-06-23,181742,CUST2063,Katrina Villanueva,283,TRE,Retrait,REF2063,4.55,2,2022-11-13
2064,Hernandez,Krista,jonesmaria@example.com,31,F,959263061288,Agriculture,20208,CTX,CR,2022-09-17,2023-03-21,2023-01-07,415350,CUST2064,Rachel Dixon,2705,Société,Virement,REF2064,2.86,5,2022-06-27
2065,Bautista,Steven,jbaker@example.com,45,F,973603508079,Autre activité,64392,Arrangement C.,CR,2021-11-03,2023-03-05,2022-11-26,962803,CUST2065,Frederick Morgan,3427,Société,Versement,REF2065,1.17,4,2022-02-21
2066,Wilson,Angela,dweaver@example.com,27,F,399006103779,Transport,83501,Arrangement C.,CR,2018-11-02,2022-10-12,2023-02-21,83643,CUST2066,Brittany Hodge,3135,Personnel,Virement,REF2066,2.85,7,2022-03-20
2067,Franklin,Tyler,sarah94@example.org,44,M,364977863498,Agriculture,30499,Arrangement C.,CCT,2021-12-03,2023-03-22,2022-11-28,464208,CUST2067,Lauren Burgess,1397,TRE,Virement,REF2067,4.21,9,2022-01-28
2068,Osborn,Jeffrey,heidi52@example.org,50,M,116366965542,Santé,48489,Arrangement C.,CCT,2023-03-15,2022-11-01,2023-06-24,522116,CUST2068,Laura Richardson,1181,Personnel,Versement,REF2068,1.82,1,2023-08-20
2069,Richmond,Samantha,kathy79@example.com,67,F,156978700361,Commerce et Dist.,39380,CTX,CCT,2021-12-26,2023-04-30,2023-09-30,368064,CUST2069,Stephen James,2424,Société,Retrait,REF2069,1.0,7,2021-12-10
2070,Jensen,Carol,marioblankenship@example.net,26,F,665011576158,Tourisme,17252,Arrangement C.,CR,2022-12-04,2023-06-28,2023-01-28,406277,CUST2070,Ronald Davis,1882,Personnel,Virement,REF2070,4.48,5,2022-05-27
2071,Berg,Darryl,csandoval@example.net,53,F,549701962658,Agriculture,29379,Arrangement C.,CCT,2023-04-30,2023-01-14,2023-10-10,534970,CUST2071,John Moore,4343,Société,Retrait,REF2071,2.61,2,2022-12-08
2072,Farmer,Sarah,richkayla@example.com,37,F,737853755816,Agriculture,6115,Arrangement C.,CR,2023-08-28,2023-09-16,2023-03-10,662266,CUST2072,Alejandro Moore,1939,TRE,Virement,REF2072,2.95,5,2021-11-24
2073,Dickerson,Jake,pricechristine@example.com,53,M,862540679430,Santé,21121,Arrangement C.,CCT,2022-07-16,2023-03-21,2023-02-21,98419,CUST2073,Adam Tucker,3119,Société,Virement,REF2073,1.23,8,2022-11-11
2074,Myers,Benjamin,leejustin@example.net,68,F,521299533773,Agriculture,409,Arrangement C.,CCT,2020-02-15,2023-04-19,2023-01-12,115925,CUST2074,Kathleen Pennington,1972,Société,Versement,REF2074,1.18,5,2022-11-30
2075,Barber,Rachel,lwhite@example.com,45,F,505376034472,Transport,50239,Arrangement C.,CR,2023-09-25,2023-02-21,2023-04-03,486300,CUST2075,Jeremy Turner,1875,Personnel,Virement,REF2075,4.66,1,2022-05-15
2076,Brown,Bradley,richard54@example.net,49,F,786090256840,Autre activité,9060,CTX,CR,2020-06-14,2023-05-08,2023-09-22,127289,CUST2076,Fred Lee,772,Société,Virement,REF2076,3.55,6,2021-10-12
2077,Bishop,Kimberly,dsummers@example.net,65,F,476611982044,Santé,88744,Arrangement C.,CR,2020-11-11,2023-09-22,2022-10-18,916460,CUST2077,Adam Hoffman,3553,TRE,Retrait,REF2077,2.67,3,2021-11-20
2078,Richard,Michael,reidkendra@example.org,42,F,490864003694,Commerce et Dist.,5911,Arrangement C.,CR,2022-08-06,2023-09-11,2023-09-17,410445,CUST2078,Martin Parsons DVM,160,Société,Virement,REF2078,3.88,2,2022-09-15
2079,Davis,Robert,haley00@example.net,23,F,789371472615,Tourisme,35723,Arrangement C.,CR,2018-11-17,2023-01-17,2022-11-23,832715,CUST2079,Jason Nguyen,4769,TRE,Retrait,REF2079,1.52,1,2022-04-05
2080,Bailey,Joshua,mitchellwilliam@example.com,63,M,431753090112,Tourisme,84207,CTX,CCT,2022-06-04,2023-03-08,2022-11-11,189078,CUST2080,Dana Alvarado,2965,TRE,Virement,REF2080,4.42,8,2022-08-18
2081,Richardson,Gina,ybush@example.org,61,F,456522685883,Santé,50057,Arrangement C.,CCT,2023-01-26,2023-07-16,2023-05-06,957250,CUST2081,Cody Santana,868,TRE,Retrait,REF2081,5.0,7,2023-08-15
2082,Johnson,Steven,kevinlee@example.net,43,M,764620411745,Agriculture,51725,Arrangement C.,CR,2023-09-03,2023-04-28,2022-12-21,765894,CUST2082,Randy Anderson,4141,TRE,Retrait,REF2082,3.31,2,2022-01-05
2083,Anderson,Daniel,levyjason@example.org,49,M,758197992201,Tourisme,37253,Arrangement C.,CR,2019-03-14,2023-07-17,2022-11-28,167490,CUST2083,Alexis Miller,2823,Personnel,Retrait,REF2083,2.24,8,2022-11-02
2084,Murray,Michael,hstanley@example.org,21,F,574159652852,Tourisme,22411,Arrangement C.,CCT,2023-08-31,2023-05-02,2023-09-09,559342,CUST2084,Edward Orr,3537,Société,Virement,REF2084,1.84,10,2023-05-19
2085,Estrada,Maria,samanthakennedy@example.org,67,F,537457419201,Santé,32950,Arrangement C.,CR,2020-03-24,2023-02-02,2023-06-03,104421,CUST2085,Monica Wallace,4927,TRE,Versement,REF2085,1.53,8,2022-09-20
2086,Vance,Daisy,sarah28@example.net,43,F,302423139671,Agriculture,18571,CTX,CR,2021-05-13,2023-04-04,2023-01-18,518937,CUST2086,Tonya Peters MD,2718,Personnel,Versement,REF2086,4.56,8,2023-02-02
2087,Shaw,Stephanie,pinedacarolyn@example.com,58,F,46206985676,Santé,21829,Arrangement C.,CCT,2019-06-15,2023-09-05,2023-07-11,791464,CUST2087,Debra Manning,3086,Personnel,Virement,REF2087,3.33,10,2022-01-16
2088,Barrett,Bradley,stephanie03@example.net,42,F,968051251061,Santé,40334,Arrangement C.,CR,2021-10-02,2023-01-21,2022-10-16,491000,CUST2088,Manuel Arellano,3280,Société,Versement,REF2088,4.66,1,2023-03-09
2089,Harmon,Gregory,igarcia@example.net,19,M,997501840276,Tourisme,65598,CTX,CR,2023-06-14,2023-06-09,2023-06-20,808592,CUST2089,Jeffrey Weaver,392,Société,Retrait,REF2089,4.89,6,2022-05-17
2090,Johnson,Brittney,lisa92@example.net,60,M,812188620893,Autre activité,75003,CTX,CCT,2023-09-21,2023-01-11,2023-04-20,746363,CUST2090,Taylor Jackson,4555,Société,Versement,REF2090,2.03,4,2023-02-17
2091,Hughes,Olivia,qdavis@example.com,46,F,239717786592,Tourisme,71139,CTX,CCT,2020-01-19,2022-12-07,2023-02-11,905177,CUST2091,Kelli Bartlett,1542,TRE,Versement,REF2091,1.22,3,2023-01-05
2092,Webb,John,joseph08@example.com,19,M,44662020080,Agriculture,1862,Arrangement C.,CCT,2020-01-07,2023-05-22,2023-07-04,885017,CUST2092,Amber Martin,4300,Personnel,Retrait,REF2092,4.86,10,2022-04-13
2093,Matthews,Elizabeth,parkermichelle@example.net,27,F,361069151717,Autre activité,59413,Arrangement C.,CR,2022-02-07,2023-01-16,2023-05-23,131413,CUST2093,Kristina Williams,3745,Personnel,Retrait,REF2093,4.74,4,2022-09-15
2094,Espinoza,Angela,christopherlane@example.com,52,F,613633580193,Commerce et Dist.,56618,CTX,CR,2023-06-05,2023-06-01,2023-04-29,812988,CUST2094,Dr. Taylor Martin,714,Société,Virement,REF2094,3.59,9,2022-05-21
2095,Randolph,Carl,berryangela@example.org,20,F,796288704631,Transport,54601,CTX,CCT,2022-03-10,2022-12-09,2023-10-06,340739,CUST2095,Kerry Melton,4170,Société,Virement,REF2095,3.0,9,2021-11-15
2096,Webster,Renee,brad22@example.org,30,F,102786810201,Commerce et Dist.,30091,Arrangement C.,CR,2020-12-09,2023-06-21,2022-12-20,838438,CUST2096,John Pham,3100,TRE,Retrait,REF2096,1.86,4,2023-01-03
2097,Scott,Todd,jjenkins@example.net,34,F,312740319368,Tourisme,1137,Arrangement C.,CCT,2019-10-24,2023-03-08,2023-05-22,758664,CUST2097,Melissa Smith,3924,Société,Retrait,REF2097,4.27,9,2023-02-11
2098,Reyes,Vanessa,wcox@example.com,33,M,943220538582,Santé,94492,Arrangement C.,CCT,2020-07-05,2022-10-19,2023-06-01,317410,CUST2098,Shane Maynard,2374,TRE,Versement,REF2098,1.33,3,2022-10-08
2099,Murphy,Jessica,william29@example.net,20,M,796984684673,Travaux Publics,27699,Arrangement C.,CCT,2021-12-22,2023-02-18,2023-01-16,114012,CUST2099,Richard Wood,4398,TRE,Versement,REF2099,2.48,6,2023-08-03
2100,Ramirez,Kristin,morganmercer@example.org,27,F,617106470068,Santé,26598,Arrangement C.,CCT,2020-10-06,2023-05-13,2023-02-23,74277,CUST2100,Thomas Harrell,3617,Société,Virement,REF2100,4.98,2,2023-01-02
2101,Underwood,Russell,smithdarius@example.com,53,F,647223452117,Agriculture,95715,CTX,CR,2022-08-02,2023-01-08,2023-09-18,158345,CUST2101,Don Martin,4701,Société,Versement,REF2101,4.75,3,2023-03-14
2102,Carpenter,Timothy,harristhomas@example.org,70,M,60351990636,Transport,70599,Arrangement C.,CCT,2023-08-27,2023-02-24,2023-06-10,610758,CUST2102,Megan Alexander,3909,TRE,Retrait,REF2102,1.85,10,2022-06-05
2103,Smith,Jamie,nharmon@example.org,51,F,99498102943,Transport,17256,Arrangement C.,CR,2020-09-30,2022-12-05,2023-06-02,67447,CUST2103,Cameron Davenport,4533,Société,Retrait,REF2103,2.82,4,2023-05-30
2104,Lang,Nathan,sarah92@example.org,48,M,800335131039,Transport,71389,CTX,CCT,2021-01-15,2023-04-23,2023-03-02,482383,CUST2104,Jeffrey Melendez,4857,Personnel,Versement,REF2104,4.7,5,2022-08-12
2105,Kelly,Crystal,pdunlap@example.net,18,F,61906786191,Agriculture,73589,Arrangement C.,CR,2019-02-24,2023-05-17,2023-01-29,61376,CUST2105,David Jones,1255,Personnel,Retrait,REF2105,3.98,8,2023-04-07
2106,Chapman,Angela,elizabeth84@example.org,63,M,819789801403,Commerce et Dist.,81785,Arrangement C.,CCT,2021-10-27,2023-07-04,2023-09-24,212216,CUST2106,Erik Walters,3685,TRE,Versement,REF2106,4.14,5,2022-08-20
2107,Simpson,Shelia,traceygibson@example.org,63,F,549159873089,Transport,83717,CTX,CR,2020-08-24,2023-07-19,2023-09-08,884153,CUST2107,Jillian Young,2637,Personnel,Versement,REF2107,3.19,8,2022-02-19
2108,Adams,Michael,dawnwong@example.org,60,F,729838079957,Agriculture,48469,CTX,CCT,2021-04-02,2023-04-12,2023-04-18,237993,CUST2108,Judy Murray,456,Personnel,Virement,REF2108,3.35,4,2022-08-05
2109,Clark,Heather,thomas57@example.com,62,F,550270705982,Santé,31913,CTX,CR,2021-05-31,2023-07-11,2023-08-15,202519,CUST2109,Jason Jones,124,TRE,Versement,REF2109,2.81,1,2021-10-28
2110,Smith,Whitney,anthonymorrison@example.org,20,F,331869431879,Travaux Publics,23805,CTX,CCT,2019-02-08,2023-01-28,2023-05-20,796711,CUST2110,Amy Hobbs,4316,TRE,Virement,REF2110,3.41,1,2022-08-07
2111,Thompson,Antonio,esalinas@example.com,27,M,830328235208,Travaux Publics,26189,CTX,CCT,2022-03-03,2022-11-22,2023-05-12,212232,CUST2111,John Wilkerson,1736,Société,Retrait,REF2111,3.59,7,2023-06-05
2112,Spencer,Matthew,mooneydonald@example.com,19,F,121043305069,Travaux Publics,3989,CTX,CR,2022-04-27,2023-04-20,2023-06-21,71538,CUST2112,Claudia White,750,TRE,Virement,REF2112,1.99,1,2022-11-14
2113,Sullivan,Caleb,maria88@example.net,21,M,694425700094,Agriculture,21405,Arrangement C.,CR,2021-08-27,2023-03-08,2023-06-24,604670,CUST2113,Mark White,573,TRE,Versement,REF2113,2.35,8,2023-01-13
2114,Graves,Diana,johnsonjames@example.net,54,F,561275690752,Travaux Publics,6913,CTX,CR,2023-03-28,2023-02-06,2023-01-28,384846,CUST2114,John Bishop,847,Société,Versement,REF2114,4.23,3,2022-10-18
2115,Hawkins,Jerome,xhawkins@example.net,29,F,800924632195,Tourisme,572,CTX,CCT,2018-10-15,2022-10-29,2023-05-25,640875,CUST2115,Justin Rogers,4671,Société,Virement,REF2115,4.87,4,2022-01-18
2116,Fischer,Roberta,urose@example.net,33,M,465641880115,Commerce et Dist.,51781,Arrangement C.,CR,2021-03-03,2023-06-29,2023-04-22,240605,CUST2116,Matthew Mejia,1900,TRE,Retrait,REF2116,2.94,3,2022-12-15
2117,Jackson,Sarah,rocharobert@example.net,18,M,275730809817,Agriculture,32512,Arrangement C.,CCT,2021-11-10,2023-09-06,2023-05-11,371628,CUST2117,Timothy Oconnell,3842,Société,Virement,REF2117,3.1,3,2023-09-05
